customer_id,customer_name,email,country,segment,signup_date
300702,Bryce Gutierrez,william55@example.net,Mexico,,2021-05-31
300703,Christopher Ray,tranbenjamin@example.com,Germany,Wholesale,2020-11-28
300704,Jason Chase,ymontgomery@example.org,India,Wholesale,2020-12-05
300705,Tiffany Chase,davidbrown@example.org,China,Retail,2024-07-11
300706,Dawn Rice,greenjessica@example.net,Mexico,Wholesale,2025-04-21
300707,Kathleen Galvan,nicholasgallagher@example.net,Australia,Wholesale,2021-07-21
300708,David Nunez,heathermontgomery@example.com,Germany,,2023-11-26
300709,Maria Estrada,rickey20@example.org,China,Wholesale,2024-04-17
300710,Bianca Bowen,tlewis@example.com,Mexico,Corporate,2025-01-22
300711,Samantha Carter,wmoore@example.com,Australia,Wholesale,2021-01-28
300712,Amanda Powell,jenniferwood@example.net,Mexico,Retail,2024-06-14
300713,Tyler Pruitt,barnettterry@example.com,China,Wholesale,2024-01-30
300714,Dylan Johnston,ingramjessica@example.com,Mexico,Online,2022-09-20
300715,Kelly Greer,martin27@example.net,United Kingdom,,2021-11-14
300716,Michael Johnson,kaiserkelly@example.org,United Kingdom,Corporate,2024-10-27
300717,Phillip Kelly,brenda16@example.net,Vietnam,Retail,2025-03-31
300718,Brian Davis,ufox@example.org,Germany,Corporate,2021-10-10
300719,Christina Watkins,travistaylor@example.net,United Kingdom,Retail,2023-05-22
300720,Stephen Bond,hubersamantha@example.net,Australia,,2022-04-12
300721,Vernon Esparza Jr.,umaxwell@example.net,Mexico,,2024-06-21
300722,Cody Hoover,willismatthew@example.com,United States,Wholesale,2025-02-14
300723,Kyle Glass,haleycook@example.net,Mexico,Online,2021-03-23
300724,Drew Werner,hornerebecca@example.org,India,Wholesale,2024-03-06
300725,Jenna Lynch,dennis01@example.com,United States,Online,2025-01-28
300726,Shelby Fowler,daniel43@example.org,France,Retail,2023-09-07
300727,Ryan Willis,ulee@example.org,India,Online,2022-08-25
300728,Katie Jones,vhill@example.com,China,Online,2025-05-16
300729,Andrew Reese,,France,Wholesale,2021-01-18
300730,Alex Conner,travisfoster@example.com,Germany,Online,2020-11-17
300731,Kelly Davis,ronaldbradford@example.org,Germany,Corporate,2025-06-30
300732,Amy Dyer,peter91@example.org,China,Online,2025-05-20
300733,Angel Bentley,corythompson@example.org,India,Online,2022-08-06
300734,Anthony Jordan,ryanrodriguez@example.net,Vietnam,Retail,2021-12-07
300735,Justin Barrera,traceyguerra@example.com,Australia,Retail,2024-11-25
300736,David Kemp,leontracie@example.org,India,Retail,2024-05-30
300737,Scott Durham,ricklewis@example.net,France,Wholesale,2022-05-18
300738,Amy Estrada,bvazquez@example.net,India,Online,2022-07-15
300739,Wendy Carpenter,prattjustin@example.org,India,Online,2024-10-10
300740,Jody Scott,richardharper@example.net,China,Retail,2025-05-04
300741,Pamela Armstrong,qkane@example.com,United Kingdom,Corporate,2023-10-14
300742,Olivia Reese,hdavis@example.com,Mexico,Corporate,2024-10-25
300743,Lauren Walsh,dylancunningham@example.com,Mexico,Online,2021-05-23
300744,Emily Montgomery,stephaniezamora@example.org,France,Online,2020-10-08
300745,Sabrina Phillips,kimberlyjordan@example.net,Vietnam,Wholesale,2021-08-03
300746,Jennifer Lyons,omoore@example.org,Brazil,Online,2023-06-19
300747,Steven May,karacollins@example.net,Australia,Corporate,2022-12-13
300748,Erika Bates,debra82@example.net,Germany,Wholesale,2021-10-21
300749,Sara Pollard,merrittsusan@example.net,Canada,Retail,2025-02-24
300750,Michael Bishop,anthony26@example.net,Australia,Online,2021-04-03
300751,Bridget Guerrero,bowerspatrick@example.com,India,Online,2024-06-24
300752,Tammy Robinson,gstokes@example.net,France,Corporate,2022-05-22
300753,Pamela Aguirre,,China,Online,2024-10-25
300754,Chase Matthews,melissa40@example.org,United Kingdom,Online,2024-07-20
300755,Paul Smith,yburke@example.org,Australia,Wholesale,2024-10-29
300756,William Hughes,charlesbarnett@example.net,China,Online,2025-08-28
300757,Sarah Williams,brooksbrian@example.net,Japan,Wholesale,2022-05-04
300758,Lawrence Hodge,brian62@example.net,United Kingdom,Retail,2022-01-22
300759,Tiffany May,brentrichardson@example.net,Canada,Wholesale,2023-04-10
300760,Jon Ramos,peter07@example.org,Mexico,Retail,2022-01-23
300761,Jennifer Anderson,melvinpeters@example.org,Brazil,Online,2024-04-17
300762,Mario Wells MD,hendrixariana@example.net,Mexico,Corporate,2024-05-23
300763,Alison Zuniga,carlos33@example.org,Japan,Corporate,2020-12-30
300764,Casey Velazquez,jennifer23@example.com,India,Retail,2022-12-07
300765,John Ho,ksmith@example.net,Brazil,Wholesale,2025-03-30
300766,April Rodriguez,gyoung@example.net,Japan,Corporate,2021-03-04
300767,Joshua Bray,nmartinez@example.com,Germany,Retail,2022-04-03
300768,Elizabeth Baker,,Vietnam,Wholesale,2021-01-13
300769,James Dixon,reynoldsjustin@example.org,United Kingdom,Retail,2022-04-12
300770,David Garcia,jferguson@example.com,Vietnam,Wholesale,2021-11-05
300771,Mr. Thomas Jones PhD,humphreypatricia@example.net,Vietnam,Wholesale,2024-05-14
300772,Mark Green,ijackson@example.com,Germany,Retail,2023-05-07
300773,Nicholas Obrien II,odelacruz@example.net,France,Retail,2024-05-03
300774,Jose Stephens,ricky53@example.net,United States,Online,2021-11-17
300775,Allison Floyd,hpowell@example.com,France,Retail,2024-05-31
300776,Scott Crawford,zholmes@example.org,Mexico,Corporate,2023-01-21
300777,Phillip Bennett,christopherpittman@example.org,Mexico,Online,2024-12-18
300778,Michael Miller,qshelton@example.com,Vietnam,Wholesale,2021-10-13
300779,William Giles,richard21@example.net,Japan,Wholesale,2020-09-27
300780,Angel Duncan,ashley79@example.org,India,Wholesale,2023-12-03
300781,Melanie Young,krista02@example.org,Germany,,2023-06-15
300782,Gary Johnson,,France,,2025-02-15
300783,Katie Carter,,India,Retail,2023-08-28
300784,Andrea Miller,shannon88@example.com,Germany,,2023-09-18
300785,Amanda Pena,kellyharold@example.net,United Kingdom,Wholesale,2025-06-23
300786,Craig Hammond,anthonygilbert@example.com,Canada,Wholesale,2022-09-03
300787,Lucas Ball,isimpson@example.com,Japan,Corporate,2022-07-26
300788,Marcus Herman,jhiggins@example.org,Canada,Corporate,2022-08-03
300789,Kathleen Brady,erin06@example.net,China,Wholesale,2022-04-07
300790,Cynthia Williams,nicole56@example.com,Mexico,Wholesale,2021-08-06
300791,Jesus Johnson,jacksonrachel@example.org,Canada,,2024-04-20
300792,James King,zmurray@example.org,India,Wholesale,2024-07-22
300793,Lisa Lopez,cynthiaanderson@example.net,Vietnam,Wholesale,2021-05-14
300794,Rachel Greer,michellelee@example.net,France,Online,2024-05-12
300795,Christopher Miller,jacob57@example.org,France,Corporate,2025-05-03
300796,Christopher Johnston,oshah@example.net,Vietnam,Retail,2025-03-26
300797,Rachael Wood,michelleayers@example.org,Japan,Wholesale,2021-10-10
300798,Jacob Lynn,ystone@example.net,Canada,Retail,2023-06-19
300799,Nicole Mejia,mallory30@example.org,United States,,2022-04-15
300800,Sherry English,housedaniel@example.com,Vietnam,,2022-03-13
300801,Curtis Whitaker,brandi40@example.org,Germany,Online,2023-08-29
300802,Eric Nguyen,urodriguez@example.org,China,Retail,2024-11-09
300803,Holly Mercado,halvarez@example.org,United Kingdom,Retail,2021-03-14
300804,Samuel Williams,stephanie21@example.com,Mexico,Retail,2021-11-08
300805,Amanda Gomez,hreyes@example.org,Brazil,Online,2025-06-01
300806,Kristina Jacobs,katherinesmith@example.com,France,Wholesale,2024-02-23
300807,Kelsey Gates,richard25@example.net,Japan,Wholesale,2021-04-24
300808,Jessica Brown,michelle98@example.com,United States,Retail,2024-09-16
300809,Jeremy Evans,devonmccarthy@example.net,Mexico,Wholesale,2024-08-16
300810,Maureen Weaver,jessica65@example.com,Australia,Corporate,2022-05-08
300811,Donna Shaw,susan11@example.net,Japan,Corporate,2024-08-08
300812,Chad Rosales,williamslaurie@example.com,Canada,Retail,2022-10-21
300813,Sherry Jones,davidwiley@example.org,Germany,Wholesale,2023-11-11
300814,Andrea Smith,timothy83@example.net,United States,Corporate,2024-08-29
300815,Catherine Garcia,justin88@example.net,Germany,Online,2023-10-30
300816,Whitney Henry,smccarty@example.org,Vietnam,Online,2022-07-31
300817,Rachel Ball,,Canada,Online,2022-10-12
300818,Nancy Jackson,keith18@example.org,India,Retail,2022-06-30
300819,Joshua Velasquez,jamesbrown@example.org,France,Online,2024-09-09
300820,Maria Sims,brownjoanna@example.org,China,Retail,2023-09-12
300821,John Harris,icooper@example.org,Japan,Online,2023-04-06
300822,Michael Ortega,kristinyoder@example.com,Japan,Corporate,2024-07-01
300823,William Hart,timothy62@example.net,United Kingdom,Online,2022-12-26
300824,Luke Dixon,qreyes@example.net,China,Retail,2025-05-17
300825,Anthony Melton,phorne@example.com,Mexico,Wholesale,2021-11-14
300826,Daniel Ramos,sararios@example.org,Australia,Wholesale,2021-07-17
300827,Erika Thompson,joycekeith@example.org,United Kingdom,Online,2025-06-12
300828,Mary Richards,joel82@example.org,Germany,Retail,2024-04-30
300829,Jack Brandt,lukecase@example.com,Canada,Corporate,2025-02-23
300830,Matthew Mclaughlin PhD,evanlong@example.org,Germany,Online,2022-10-03
300831,Debbie King,ucarr@example.org,Canada,Online,2025-05-16
300832,Roger Valencia,ksmith@example.org,China,Corporate,2021-07-26
300833,Gary Estrada,fwolf@example.net,China,Online,2022-11-12
300834,Steven Murphy MD,davidjohnson@example.net,China,Online,2021-03-24
300835,Ricky Sanders,kelleyglen@example.org,Australia,Wholesale,2024-06-05
300836,Lisa Case,gstone@example.net,China,Corporate,2021-12-28
300837,Melissa Bowen,elizabeth52@example.org,China,Online,2022-11-09
300838,Antonio Monroe,harrisjoshua@example.com,United States,Wholesale,2023-11-07
300839,Bradley Armstrong,daniel15@example.org,Germany,Online,2021-11-05
300840,Laura Mcfarland,johnsonedward@example.net,United States,Corporate,2025-06-08
300841,Teresa Curry,davisjames@example.com,Japan,Corporate,2021-07-02
300842,Cheryl Salazar,rhondaray@example.com,Canada,Online,2023-12-07
300843,Kathryn Franklin,thomasbrandon@example.org,Brazil,Wholesale,2021-01-28
300844,Christopher Delacruz,wortiz@example.net,Germany,Corporate,2024-04-28
300845,Raymond Nunez,rodriguezrichard@example.org,United Kingdom,Retail,2021-12-05
300846,Luis Johnson,jenniferstanley@example.net,United Kingdom,Corporate,2025-03-25
300847,Christina Dean,benjaminarmstrong@example.com,Australia,Online,2024-06-18
300848,Adam White,kimberly12@example.com,Japan,Corporate,2022-07-26
300849,Alexander Hansen,igarrett@example.com,Australia,Retail,2021-07-18
300850,Erin Taylor,nicholas09@example.org,China,Online,2024-12-18
300851,Walter Griffith,cochranjill@example.org,United Kingdom,,2024-03-02
300852,Michael Carlson,kimberlysilva@example.org,Germany,Wholesale,2024-09-09
300853,Jesse Thomas,rodneyhoward@example.com,Japan,Online,2024-07-18
300854,Phillip Anderson,greencharles@example.net,United States,Corporate,2023-05-13
300855,William Conrad,nmartinez@example.org,Vietnam,Retail,2024-07-22
300856,Diana Jackson,ramosjennifer@example.org,India,Retail,2023-01-23
300857,Alison Perez,michelleschmidt@example.org,Japan,Online,2022-10-27
300858,Sean Carey,walkerjennifer@example.com,United States,Retail,2022-05-18
300859,Alan Cox,kfrye@example.net,India,Online,2020-10-29
300860,Richard Dean,scott55@example.com,Japan,Wholesale,2022-12-03
300861,David Mendoza,taylorlisa@example.com,India,Wholesale,2022-10-16
300862,Justin Hammond,williamsanthony@example.net,United Kingdom,Wholesale,2022-11-01
300863,Ashlee Ross,burnsrodney@example.org,United Kingdom,Corporate,2024-08-17
300864,Robin Santiago,lrodriguez@example.org,United States,Corporate,2023-05-22
300865,Grant Brown,gonzalezbrad@example.com,Brazil,Retail,2025-02-01
300866,Micheal Cook,hesskeith@example.net,United Kingdom,Wholesale,2021-03-04
300867,Curtis Morales Jr.,angelcunningham@example.org,China,Wholesale,2025-06-07
300868,Megan Griffin,fcarlson@example.org,Mexico,Wholesale,2022-05-30
300869,Felicia Cooke,catherinemoore@example.com,Australia,Retail,2021-09-08
300870,Stacy Kim,christianrichards@example.net,Vietnam,Online,2025-10-04
300871,Scott Smith,,Mexico,Online,2021-11-13
300872,Lori Johnson,popebrent@example.net,Mexico,Retail,2021-03-01
300873,Thomas Johnson,brenda88@example.org,Vietnam,Online,2023-02-03
300874,Melissa Zimmerman,audrey53@example.net,Australia,Wholesale,2024-10-07
300875,Richard Williams,,Brazil,Wholesale,2025-08-26
300876,Jennifer Obrien,pfowler@example.org,India,Wholesale,2024-10-09
300877,Melinda Cervantes,vmorrison@example.com,United Kingdom,Online,2021-08-28
300878,Tina Hernandez,dmitchell@example.com,China,Wholesale,2021-03-05
300879,David Thompson,samuel38@example.net,Vietnam,Retail,2023-01-24
300880,Keith Wilson,eroman@example.net,United Kingdom,Corporate,2023-08-15
300881,Stephen Charles,,Mexico,Corporate,2024-10-10
300882,Sarah Garcia,kbrown@example.net,United States,Retail,2022-12-20
300883,Robert Burton,,Japan,Retail,2023-12-28
300884,Cynthia Cohen,hlester@example.org,Australia,Retail,2025-05-20
300885,Monica Medina,sarah80@example.org,China,Wholesale,2025-07-18
300886,Stephanie Torres,eugenemartinez@example.com,United Kingdom,Wholesale,2025-07-08
300887,Crystal Mcgrath,samuel08@example.org,Mexico,Wholesale,2023-04-11
300888,Joshua Barnes,thomas12@example.org,United States,Wholesale,2020-12-21
300889,Kyle Davis,villawilliam@example.com,Brazil,Online,2022-07-26
300890,Rebecca Greene,gcastro@example.org,Germany,Retail,2024-01-14
300891,Lauren Duarte,dbeck@example.com,Germany,Corporate,2022-12-25
300892,Micheal Green,tylerrodney@example.com,China,Corporate,2020-11-17
300893,Juan Wright MD,mathewbennett@example.org,Brazil,,2022-10-19
300894,Robert Ballard,owhite@example.org,United States,Corporate,2024-07-23
300895,Michaela Campbell,preyes@example.net,United Kingdom,Wholesale,2025-02-01
300896,Allison Chavez,edward70@example.org,China,Wholesale,2021-12-27
300897,Charles Zavala,bethany36@example.com,Germany,Corporate,2023-06-21
300898,Jonathan Berry,josephross@example.net,Japan,Wholesale,2023-05-18
300899,Shirley Taylor,randall28@example.com,United States,Online,2023-03-05
300900,Alex Whitaker,evansjason@example.org,Australia,Online,2023-09-04
300901,Misty Howard,yolandamarks@example.net,India,Online,2023-08-06
300902,John Russell,petersontina@example.org,France,Wholesale,2022-09-13
300903,Jorge Morales,kentmichael@example.com,Vietnam,Corporate,2025-04-03
300904,Dennis Jensen MD,marksheidi@example.com,Vietnam,Wholesale,2024-06-01
300905,Jennifer Brown,vmosley@example.org,Australia,Wholesale,2020-10-21
300906,David Medina,paynestephanie@example.net,Vietnam,Retail,2024-07-11
300907,Roy Thomas,christopher46@example.net,United Kingdom,Retail,2020-09-05
300908,Darrell Nguyen,samanthasims@example.com,India,,2024-11-26
300909,Kimberly Ballard,hollyperkins@example.net,India,Online,2023-05-24
300910,Timothy James,haley15@example.com,United Kingdom,Corporate,2023-10-04
300911,Regina Williams,austinjennifer@example.net,France,Retail,2023-08-10
300912,Priscilla Vang,heidijames@example.net,China,Retail,2021-07-26
300913,John Henderson,perezcaitlin@example.net,India,Retail,2020-11-20
300914,Ernest Jenkins,craigriley@example.com,Canada,Corporate,2024-09-13
300915,John Williams,lindsay48@example.net,Germany,Corporate,2022-07-11
300916,Thomas Lutz,kristen89@example.com,France,Retail,2021-11-30
300917,Gabriel Graham,alexisgibbs@example.com,Germany,Wholesale,2022-10-27
300918,Katherine Ramos,duncankimberly@example.com,India,Online,2022-03-28
300919,Cheryl Hunter,,India,Retail,2024-07-03
300920,James Anderson,kayleerogers@example.com,Canada,Retail,2021-12-15
300921,Geoffrey Franklin,sarasmith@example.net,France,Online,2020-12-07
300922,Bailey Hernandez,sylviayates@example.com,Vietnam,Wholesale,2022-10-16
300923,Matthew Collins,,France,Retail,2025-06-26
300924,Douglas Lucero,watsonteresa@example.net,Mexico,,2020-10-20
300925,Robert Fowler,smithrebecca@example.net,Canada,Corporate,2024-09-27
300926,Jose Foster,,Vietnam,,2020-09-27
300927,Kyle David,agalvan@example.com,Canada,Retail,2025-01-14
300928,Jennifer Baker MD,ujones@example.org,India,Wholesale,2022-11-23
300929,Joseph Perez,bpeterson@example.com,Australia,,2025-04-06
300930,Sharon Patel,ospencer@example.org,France,Corporate,2024-02-23
300931,Jose Collins,powersheather@example.org,Germany,Wholesale,2022-07-04
300932,Heidi Goodwin,brandon64@example.com,France,Wholesale,2023-03-08
300933,John Singh,meganjones@example.org,Mexico,,2023-12-06
300934,Micheal West,nfleming@example.net,Vietnam,Corporate,2025-05-21
300935,Jeffrey Ayala,johncarter@example.net,France,Retail,2024-09-28
300936,Christopher Lee,ecohen@example.com,Vietnam,Wholesale,2024-01-21
300937,Joshua Solis,lawsonpaul@example.org,Australia,Wholesale,2022-06-07
300938,Miguel Lee,ylynch@example.org,Mexico,Retail,2024-10-18
300939,Sandra Adams,markperez@example.com,Mexico,Retail,2022-04-16
300940,Sharon French,robertsonjennifer@example.com,Japan,Retail,2020-09-21
300941,Kayla Jones,lreed@example.com,Brazil,Wholesale,2022-11-13
300942,Tina Green,ibrown@example.org,China,Retail,2021-12-07
300943,Melissa Alvarez,shannonmueller@example.org,Japan,Retail,2024-10-05
300944,Nicole Mcbride,john91@example.org,United Kingdom,Wholesale,2020-09-28
300945,Kayla Scott,klara@example.net,Vietnam,Retail,2023-05-07
300946,Kayla Moore,torrestricia@example.com,India,Corporate,2022-10-17
300947,John Hill,qbecker@example.com,Australia,Retail,2023-07-23
300948,Shannon Downs,lpage@example.com,Australia,Wholesale,2021-10-29
300949,Justin Perez,pmartin@example.org,China,Retail,2021-04-29
300950,William Galloway,kjohnson@example.net,India,Corporate,2023-07-04
300951,Sean Glass,garymartinez@example.org,Australia,Online,2021-09-18
300952,Stephen Smith,ymurray@example.org,France,Retail,2020-09-27
300953,Ryan Carlson,hespinoza@example.org,China,Corporate,2020-11-21
300954,Chelsey Reyes,robertssamantha@example.org,Australia,Online,2023-05-28
300955,Francisco Sanchez,lawrencekari@example.com,Canada,Online,2025-02-25
300956,Pamela Pierce,jamesparker@example.net,Japan,Online,2022-01-17
300957,Anne Smith,bryantkaren@example.org,Canada,Retail,2022-03-31
300958,Diana Rivera,ekim@example.com,Australia,Online,2020-09-06
300959,Jessica Compton,,Australia,Corporate,2020-10-05
300960,Sydney Evans,fletcherjanet@example.org,India,Wholesale,2020-09-23
300961,Jeremy Nguyen,,France,Retail,2025-08-06
300962,Joseph Smith,russellkelley@example.com,China,Retail,2024-07-11
300963,Nicholas Cunningham,,Canada,Wholesale,2023-06-08
300964,Kimberly Grant,kennedywanda@example.net,Brazil,Wholesale,2024-08-03
300965,Angel Johnson,dwhite@example.org,China,Retail,2023-11-14
300966,Allison Wheeler,andrewmiller@example.com,Germany,Retail,2023-07-06
300967,Heather Sweeney,,Brazil,Corporate,2025-01-26
300968,Tony Merritt,sarah17@example.com,United States,Corporate,2023-06-07
300969,Tyler Murray,fcarter@example.net,Australia,Corporate,2022-05-05
300970,James Lopez Jr.,juanfranklin@example.net,China,Retail,2024-05-27
300971,Derek Martin,lcook@example.org,Mexico,Retail,2022-09-05
300972,Sierra Gentry,jennifer54@example.org,Vietnam,Retail,2022-11-29
300973,Melanie Watson,floreskimberly@example.org,Mexico,Wholesale,2021-03-11
300974,Beth Kane,trivas@example.net,China,Retail,2020-09-05
300975,Amy Ross,robert07@example.org,Brazil,Corporate,2020-10-02
300976,Ryan Harrison,wesleycalhoun@example.net,China,Corporate,2021-09-20
300977,Rachel Smith,washingtondenise@example.net,Brazil,Corporate,2022-04-22
300978,Michelle Allen,victoriajones@example.net,France,Wholesale,2021-07-30
300979,Jacqueline Olson,hartmansherry@example.net,Australia,,2025-04-14
300980,Anna Andrews,bishopmegan@example.org,Vietnam,Corporate,2024-02-26
300981,Emily Simmons,manningjeremy@example.com,China,Corporate,2025-07-27
300982,Christina Johnson,pachecobrittney@example.net,Brazil,Wholesale,2020-12-06
300983,Dawn Haynes,wileyaudrey@example.com,United Kingdom,Wholesale,2020-09-26
300984,Edward Cochran,laurenboyd@example.com,United Kingdom,Online,2023-06-22
300985,Sharon Jenkins,brookeramirez@example.com,Australia,,2023-08-18
300986,Nicholas Chung,tiffanyharris@example.com,Vietnam,Retail,2024-06-29
300987,Steven Swanson,johnsonmartin@example.org,Mexico,Wholesale,2024-09-19
300988,Lisa Walker,caseystafford@example.org,Vietnam,Corporate,2022-04-06
300989,Monica Kim,matthewhull@example.com,Canada,Online,2025-07-08
300990,Don Gardner,mcgeeseth@example.net,Brazil,Wholesale,2023-04-25
300991,Whitney Macdonald DVM,amyponce@example.com,Brazil,Online,2023-05-28
300992,William Velez,richard28@example.org,Brazil,Retail,2024-08-31
300993,Robert Mcintosh,,United States,Online,2022-04-27
300994,James Harris,jessicasmith@example.org,Japan,Online,2022-06-05
300995,Ralph Rodriguez,tfuller@example.net,Vietnam,Wholesale,2023-05-15
300996,Ashley Hall DVM,fordwilliam@example.com,Mexico,Online,2020-10-20
300997,Mrs. Erin Phillips,dfleming@example.net,Australia,Corporate,2021-02-20
300998,Alexander Love,samantha54@example.net,Australia,Online,2024-03-06
300999,Yvette Orozco,iansantana@example.net,United States,Corporate,2025-05-14
301000,Alexandra Heath,millerdaniel@example.org,Germany,Wholesale,2022-06-14
301001,Susan Reed,,Japan,Wholesale,2024-12-23
301002,Ruben Garcia,ipadilla@example.com,Brazil,Corporate,2022-11-08
301003,Hector Paul,dawn31@example.org,China,Corporate,2023-08-22
301004,Tyler Howell,kendra03@example.net,United Kingdom,Online,2020-09-17
301005,Donald Martinez,johnsross@example.net,Brazil,Corporate,2025-02-24
301006,Diane Jones,courtney13@example.net,United States,Online,2023-09-21
301007,Stephanie Moyer,michael35@example.net,China,Corporate,2022-05-08
301008,Isaiah Jones,russelltommy@example.net,Japan,Wholesale,2023-07-02
301009,Kenneth Hahn,jonespaul@example.com,United Kingdom,Corporate,2020-09-23
301010,Michael Allen,smason@example.net,Vietnam,Online,2023-01-19
301011,Claudia Lee,kristopher53@example.org,Australia,Retail,2021-04-16
301012,James Charles Jr.,alan25@example.org,Canada,Online,2020-09-05
301013,James Scott,gwhite@example.com,Canada,Online,2021-01-11
301014,Antonio Lopez,jefferywalker@example.com,France,Online,2023-05-08
301015,Omar Johnson,daypatricia@example.net,China,Online,2024-12-11
301016,Mark Haley,pdixon@example.org,Vietnam,Corporate,2020-11-23
301017,Anita Long,laurajensen@example.org,Canada,Online,2021-06-03
301018,Tina Mclean,kcook@example.net,Brazil,Online,2022-01-27
301019,Erica Cunningham,christopherwatkins@example.net,Canada,Retail,2024-08-12
301020,James Hall,robertbrock@example.org,Australia,Retail,2024-07-08
301021,Brenda Wood,chrismurray@example.com,Canada,Corporate,2024-08-25
301022,Beth Solomon,davismax@example.org,Brazil,Online,2025-02-11
301023,Abigail Lopez,coreypope@example.net,Brazil,Online,2021-10-17
301024,Terry Warren,boydrenee@example.net,Japan,Wholesale,2023-12-19
301025,Brandon Rodriguez,gordonjason@example.com,Canada,Wholesale,2020-09-07
301026,Monica Gilmore,evaughn@example.org,Germany,Corporate,2022-04-29
301027,Justin Williams,christensenkendra@example.org,United Kingdom,Corporate,2024-03-08
301028,Melissa Hodge,kelleynicholas@example.org,Brazil,Retail,2023-01-22
301029,Stephanie Lara,martin40@example.net,Mexico,Wholesale,2023-03-17
301030,Carol Webster,aaronthompson@example.org,Australia,,2021-02-22
301031,Lori Roberson,derekdougherty@example.org,France,Wholesale,2023-09-28
301032,John Ramirez,jessicamiddleton@example.net,United Kingdom,Retail,2021-12-04
301033,William Frye,jacquelinenunez@example.net,Mexico,,2024-05-27
301034,Andrew Clark,hilljennifer@example.org,India,,2023-10-20
301035,Mitchell Jimenez,heathergarcia@example.com,Germany,,2021-10-04
301036,Ricardo Anderson,butlerolivia@example.com,India,Online,2024-02-04
301037,Michael Summers,jennifer93@example.com,Germany,,2021-06-12
301038,Steven Davis,davidjones@example.org,United Kingdom,Retail,2022-12-13
301039,Ann Fleming PhD,harrisonnicholas@example.net,India,Corporate,2023-04-12
301040,Lauren Sosa,davidglover@example.com,Canada,Corporate,2020-11-13
301041,Kimberly Hill,jmyers@example.net,Japan,,2021-11-26
301042,Teresa Barnes,masonmichael@example.net,Australia,Wholesale,2021-01-26
301043,Jennifer Booker,wstevens@example.org,Australia,,2025-01-02
301044,Tara Miller,dcox@example.com,France,,2022-07-31
301045,Rachel Turner,alexanderryan@example.org,Vietnam,Online,2023-07-28
301046,Chelsea Walker,tcooper@example.net,Germany,Online,2024-02-02
301047,Colton Bradford,htaylor@example.org,United Kingdom,Retail,2023-09-08
301048,Daniel Jenkins,samantharodgers@example.net,Germany,Retail,2022-02-21
301049,Michael Garcia,fergusontrevor@example.net,France,Corporate,2023-06-10
301050,Natalie Conrad,danielleramsey@example.net,Germany,,2025-06-01
301051,Melanie Baker,anitaballard@example.org,Mexico,Retail,2021-02-01
301052,Diane Murray,pamelaestrada@example.com,Mexico,Online,2024-04-07
301053,Dean Harris,lambjohn@example.org,Canada,Online,2023-04-28
301054,Michael Porter,brooksjennifer@example.com,Brazil,Retail,2024-03-12
301055,Jeanette Norris,victor76@example.net,Germany,Wholesale,2024-12-24
301056,Wanda Griffith,stacey53@example.com,Canada,Online,2024-03-23
301057,Scott Long,erivers@example.com,Japan,Wholesale,2022-07-08
301058,Bob Cooper,andrew09@example.com,United States,Retail,2021-09-15
301059,Sylvia Torres,briggsjacob@example.com,Mexico,Retail,2025-04-16
301060,Todd Johnston,cturner@example.org,Canada,Online,2023-08-24
301061,Alexis Berg,derrick59@example.org,China,Online,2021-03-25
301062,Timothy Mitchell,debra93@example.org,Brazil,Corporate,2021-12-29
301063,Jason Wilson,olivia30@example.com,China,Retail,2024-08-17
301064,Randy Perez,johnsondebbie@example.net,Canada,Retail,2023-07-01
301065,Samantha Gillespie,sarahmiller@example.net,China,Retail,2021-04-10
301066,Timothy Campbell,jasonochoa@example.net,Australia,Retail,2023-05-30
301067,Jessica Bullock,rgreen@example.net,Japan,Online,2022-01-23
301068,Mr. Cory Hanna PhD,holtrobert@example.com,Germany,Corporate,2025-11-02
301069,Courtney Wallace,banderson@example.com,Mexico,,2025-01-15
301070,Cory Smith,rhonda05@example.org,Brazil,Corporate,2024-01-28
301071,Amy Pennington,mark80@example.org,India,Wholesale,2024-09-24
301072,Scott Thompson,cameronlopez@example.com,United Kingdom,Wholesale,2020-10-16
301073,Barbara Johnson,jeremy91@example.org,Mexico,Corporate,2023-12-23
301074,Lori Miller,,China,,2024-06-24
301075,Michael Holmes,uthompson@example.org,Mexico,Wholesale,2022-07-22
301076,Nicholas Chase,mauriceball@example.net,Germany,Retail,2023-09-02
301077,Mary Lewis,eddiehernandez@example.net,China,,2022-06-05
301078,Michael Lee,aaroncox@example.com,China,Corporate,2024-07-08
301079,Rachael Walker,jeremiah36@example.com,France,Corporate,2024-02-14
301080,Andrew Sanders,arnoldstephen@example.net,United Kingdom,Wholesale,2021-02-06
301081,Rachel Martinez,mariagonzalez@example.org,Mexico,Wholesale,2021-08-08
301082,Christopher Garcia DDS,patriciagrant@example.net,Australia,,2021-02-27
301083,Brandon Trevino,wleblanc@example.com,United Kingdom,Corporate,2023-10-29
301084,James Gonzalez,imolina@example.org,Vietnam,Wholesale,2023-05-03
301085,Claire Vazquez,,Brazil,Wholesale,2021-09-18
301086,Nicole Carter,michaelmooney@example.net,Mexico,Online,2023-03-17
301087,Mary Jennings,,Japan,Online,2023-06-30
301088,Stephen Haney,jason06@example.org,India,Retail,2020-12-13
301089,Miranda Lin,carlholland@example.net,Japan,,2024-10-30
301090,Ricky Hill,,Japan,Retail,2020-12-10
