customer_id,customer_name,email,country,segment,signup_date,order_count,first_order_date,last_order_date,has_orders,signup_to_first_order_days,signup_order_date_status
300685,Ryan Fisher,duranjason@example.org,Vietnam,Wholesale,03-11-2020,4,30-05-2021,31-12-2025,TRUE,208,Valid
300686,Michael Martin,olivia29@example.net,Brazil,Retail,27-09-2022,8,08-01-2023,29-05-2026,TRUE,103,Valid
300687,Jerry Jackson,qramirez@example.net,Vietnam,Corporate,20-12-2023,4,08-09-2024,02-09-2025,TRUE,263,Valid
300688,Patricia Smith,,Germany,Corporate,26-09-2021,7,06-04-2022,05-12-2025,TRUE,192,Valid
300689,Kevin Hogan,rachelhall@example.net,India,Corporate,27-12-2022,6,06-05-2023,19-02-2026,TRUE,130,Valid
300690,Kristin Foster,brianwhite@example.org,India,,02-05-2023,1,11-08-2024,11-08-2024,TRUE,467,Valid
300691,Anthony Garrison,allenandrea@example.com,Japan,Corporate,28-08-2024,6,29-11-2024,27-02-2026,TRUE,93,Valid
300692,Dean Dunn,bradleyhenry@example.org,India,Corporate,16-04-2023,8,29-12-2023,02-03-2026,TRUE,257,Valid
300693,Melissa Davis,colleenjones@example.net,Germany,Wholesale,13-05-2021,2,13-05-2022,06-08-2022,TRUE,365,Valid
300694,Philip Murray,victoria50@example.org,India,Wholesale,01-11-2023,4,17-01-2025,12-04-2026,TRUE,443,Valid
300695,Patricia Vazquez,millerfrederick@example.net,United States,Corporate,28-06-2024,4,17-02-2025,12-12-2025,TRUE,234,Valid
300696,Angela Lee,gonzalespatricia@example.net,Germany,Wholesale,14-09-2024,4,28-02-2025,28-05-2026,TRUE,167,Valid
300697,Nicole Jacobs,vanessaedwards@example.net,Australia,Wholesale,10-07-2022,6,20-01-2023,14-01-2025,TRUE,194,Valid
300698,Maria Goodwin,erik82@example.net,Japan,Online,29-03-2021,1,05-02-2022,05-02-2022,TRUE,313,Valid
300699,Donna Boyd,hernandezmadison@example.com,United Kingdom,Online,03-01-2024,5,02-03-2024,20-07-2026,TRUE,59,Valid
300700,Emily Harrison,cmcdonald@example.net,Mexico,Online,04-03-2023,4,01-06-2024,20-11-2024,TRUE,455,Valid
300701,Stacey Gray,christopher84@example.net,Japan,Retail,28-11-2020,1,23-07-2023,23-07-2023,TRUE,967,Valid
300702,Bryce Gutierrez,william55@example.net,Mexico,,31-05-2021,3,13-09-2024,15-04-2026,TRUE,1201,Valid
300703,Christopher Ray,tranbenjamin@example.com,Germany,Wholesale,28-11-2020,6,01-06-2023,20-10-2025,TRUE,915,Valid
300704,Jason Chase,ymontgomery@example.org,India,Wholesale,05-12-2020,3,21-07-2022,14-05-2025,TRUE,593,Valid
300705,Tiffany Chase,davidbrown@example.org,China,Retail,11-07-2024,1,22-09-2025,22-09-2025,TRUE,438,Valid
300706,Dawn Rice,greenjessica@example.net,Mexico,Wholesale,21-04-2025,5,06-02-2025,03-03-2026,TRUE,-74,First Order Before Signup
300707,Kathleen Galvan,nicholasgallagher@example.net,Australia,Wholesale,21-07-2021,10,26-11-2021,01-12-2025,TRUE,128,Valid
300708,David Nunez,heathermontgomery@example.com,Germany,,26-11-2023,2,04-03-2025,13-11-2025,TRUE,464,Valid
300709,Maria Estrada,rickey20@example.org,China,Wholesale,17-04-2024,4,07-09-2024,02-01-2026,TRUE,143,Valid
300710,Bianca Bowen,tlewis@example.com,Mexico,Corporate,22-01-2025,5,29-09-2025,27-03-2026,TRUE,250,Valid
300711,Samantha Carter,wmoore@example.com,Australia,Wholesale,28-01-2021,4,01-04-2021,01-07-2026,TRUE,63,Valid
300712,Amanda Powell,jenniferwood@example.net,Mexico,Retail,14-06-2024,3,10-03-2025,14-01-2026,TRUE,269,Valid
300713,Tyler Pruitt,barnettterry@example.com,China,Wholesale,30-01-2024,1,18-04-2025,18-04-2025,TRUE,444,Valid
300714,Dylan Johnston,ingramjessica@example.com,Mexico,Online,20-09-2022,4,03-10-2022,03-05-2026,TRUE,13,Valid
300715,Kelly Greer,martin27@example.net,United Kingdom,,14-11-2021,5,11-04-2022,22-11-2025,TRUE,148,Valid
300716,Michael Johnson,kaiserkelly@example.org,United Kingdom,Corporate,27-10-2024,3,31-01-2025,07-10-2025,TRUE,96,Valid
300717,Phillip Kelly,brenda16@example.net,Vietnam,Retail,31-03-2025,5,01-10-2025,01-08-2026,TRUE,184,Valid
300718,Brian Davis,ufox@example.org,Germany,Corporate,10-10-2021,2,09-03-2025,10-04-2026,TRUE,1246,Valid
300719,Christina Watkins,travistaylor@example.net,United Kingdom,Retail,22-05-2023,5,27-08-2023,24-03-2026,TRUE,97,Valid
300720,Stephen Bond,hubersamantha@example.net,Australia,,12-04-2022,2,02-01-2023,28-04-2025,TRUE,265,Valid
300721,Vernon Esparza Jr.,umaxwell@example.net,Mexico,,21-06-2024,8,21-08-2024,01-04-2026,TRUE,61,Valid
300722,Cody Hoover,willismatthew@example.com,United States,Wholesale,14-02-2025,3,09-03-2025,04-01-2026,TRUE,23,Valid
300723,Kyle Glass,haleycook@example.net,Mexico,Online,23-03-2021,3,31-07-2021,03-05-2025,TRUE,130,Valid
300724,Drew Werner,hornerebecca@example.org,India,Wholesale,06-03-2024,2,29-10-2025,20-03-2026,TRUE,602,Valid
300725,Jenna Lynch,dennis01@example.com,United States,Online,28-01-2025,6,26-02-2025,09-07-2026,TRUE,29,Valid
300726,Shelby Fowler,daniel43@example.org,France,Retail,07-09-2023,5,20-09-2023,23-03-2025,TRUE,13,Valid
300727,Ryan Willis,ulee@example.org,India,Online,25-08-2022,3,08-11-2023,03-10-2025,TRUE,440,Valid
300728,Katie Jones,vhill@example.com,China,Online,16-05-2025,6,31-08-2025,24-07-2026,TRUE,107,Valid
300729,Andrew Reese,,France,Wholesale,18-01-2021,7,16-07-2022,18-07-2026,TRUE,544,Valid
300730,Alex Conner,travisfoster@example.com,Germany,Online,17-11-2020,3,18-07-2023,22-10-2024,TRUE,973,Valid
300731,Kelly Davis,ronaldbradford@example.org,Germany,Corporate,30-06-2025,6,10-08-2025,23-07-2026,TRUE,41,Valid
300732,Amy Dyer,peter91@example.org,China,Online,20-05-2025,3,17-09-2025,09-05-2026,TRUE,120,Valid
300733,Angel Bentley,corythompson@example.org,India,Online,06-08-2022,5,09-09-2023,18-07-2026,TRUE,399,Valid
300734,Anthony Jordan,ryanrodriguez@example.net,Vietnam,Retail,07-12-2021,3,31-01-2023,25-10-2024,TRUE,420,Valid
300735,Justin Barrera,traceyguerra@example.com,Australia,Retail,25-11-2024,3,11-02-2025,04-06-2026,TRUE,78,Valid
300736,David Kemp,leontracie@example.org,India,Retail,30-05-2024,6,26-06-2024,28-11-2025,TRUE,27,Valid
300737,Scott Durham,ricklewis@example.net,France,Wholesale,18-05-2022,2,12-04-2023,30-01-2025,TRUE,329,Valid
300738,Amy Estrada,bvazquez@example.net,India,Online,15-07-2022,2,24-05-2025,20-07-2025,TRUE,1044,Valid
300739,Wendy Carpenter,prattjustin@example.org,India,Online,10-10-2024,3,18-10-2025,26-05-2026,TRUE,373,Valid
300740,Jody Scott,richardharper@example.net,China,Retail,04-05-2025,7,05-07-2025,07-07-2026,TRUE,62,Valid
300741,Pamela Armstrong,qkane@example.com,United Kingdom,Corporate,14-10-2023,6,08-01-2024,02-02-2026,TRUE,86,Valid
300742,Olivia Reese,hdavis@example.com,Mexico,Corporate,25-10-2024,4,17-08-2025,08-10-2025,TRUE,296,Valid
300743,Lauren Walsh,dylancunningham@example.com,Mexico,Online,23-05-2021,4,03-09-2022,28-03-2025,TRUE,468,Valid
300744,Emily Montgomery,stephaniezamora@example.org,France,Online,08-10-2020,5,23-08-2022,03-06-2026,TRUE,684,Valid
300745,Sabrina Phillips,kimberlyjordan@example.net,Vietnam,Wholesale,03-08-2021,3,23-03-2022,04-02-2026,TRUE,232,Valid
300746,Jennifer Lyons,omoore@example.org,Brazil,Online,19-06-2023,0,,,FALSE,,Cannot Determine
300747,Steven May,karacollins@example.net,Australia,Corporate,13-12-2022,7,18-05-2023,05-03-2026,TRUE,156,Valid
300748,Erika Bates,debra82@example.net,Germany,Wholesale,21-10-2021,3,16-04-2023,18-02-2026,TRUE,542,Valid
300749,Sara Pollard,merrittsusan@example.net,Canada,Retail,24-02-2025,2,12-05-2025,23-03-2026,TRUE,77,Valid
300750,Michael Bishop,anthony26@example.net,Australia,Online,03-04-2021,2,14-03-2022,05-10-2024,TRUE,345,Valid
300751,Bridget Guerrero,bowerspatrick@example.com,India,Online,24-06-2024,5,03-01-2025,29-04-2026,TRUE,193,Valid
300752,Tammy Robinson,gstokes@example.net,France,Corporate,22-05-2022,3,27-10-2023,22-08-2025,TRUE,523,Valid
300753,Pamela Aguirre,,China,Online,25-10-2024,2,21-02-2026,30-05-2026,TRUE,484,Valid
300754,Chase Matthews,melissa40@example.org,United Kingdom,Online,20-07-2024,3,18-06-2025,24-11-2025,TRUE,333,Valid
300755,Paul Smith,yburke@example.org,Australia,Wholesale,29-10-2024,2,11-12-2025,22-03-2026,TRUE,408,Valid
300756,William Hughes,charlesbarnett@example.net,China,Online,28-08-2025,2,02-01-2026,14-03-2026,TRUE,127,Valid
300757,Sarah Williams,brooksbrian@example.net,Japan,Wholesale,04-05-2022,4,20-04-2023,07-09-2025,TRUE,351,Valid
300758,Lawrence Hodge,brian62@example.net,United Kingdom,Retail,22-01-2022,4,01-10-2023,07-09-2026,TRUE,617,Valid
300759,Tiffany May,brentrichardson@example.net,Canada,Wholesale,10-04-2023,3,29-03-2024,03-02-2025,TRUE,354,Valid
300760,Jon Ramos,peter07@example.org,Mexico,Retail,23-01-2022,1,16-05-2025,16-05-2025,TRUE,1209,Valid
300761,Jennifer Anderson,melvinpeters@example.org,Brazil,Online,17-04-2024,0,,,FALSE,,Cannot Determine
300762,Mario Wells MD,hendrixariana@example.net,Mexico,Corporate,23-05-2024,4,28-02-2025,30-07-2026,TRUE,281,Valid
300763,Alison Zuniga,carlos33@example.org,Japan,Corporate,30-12-2020,4,16-02-2022,03-07-2025,TRUE,413,Valid
300764,Casey Velazquez,jennifer23@example.com,India,Retail,07-12-2022,0,,,FALSE,,Cannot Determine
300765,John Ho,ksmith@example.net,Brazil,Wholesale,30-03-2025,6,16-04-2025,24-02-2026,TRUE,17,Valid
300766,April Rodriguez,gyoung@example.net,Japan,Corporate,04-03-2021,2,22-09-2024,20-01-2026,TRUE,1298,Valid
300767,Joshua Bray,nmartinez@example.com,Germany,Retail,03-04-2022,5,27-05-2022,23-10-2025,TRUE,54,Valid
300768,Elizabeth Baker,,Vietnam,Wholesale,13-01-2021,1,19-03-2024,19-03-2024,TRUE,1161,Valid
300769,James Dixon,reynoldsjustin@example.org,United Kingdom,Retail,12-04-2022,4,29-03-2023,29-04-2026,TRUE,351,Valid
300770,David Garcia,jferguson@example.com,Vietnam,Wholesale,05-11-2021,4,24-11-2022,15-04-2025,TRUE,384,Valid
300771,Mr. Thomas Jones PhD,humphreypatricia@example.net,Vietnam,Wholesale,14-05-2024,7,09-10-2024,11-07-2026,TRUE,148,Valid
300772,Mark Green,ijackson@example.com,Germany,Retail,07-05-2023,1,29-08-2024,29-08-2024,TRUE,480,Valid
300773,Nicholas Obrien II,odelacruz@example.net,France,Retail,03-05-2024,3,26-12-2024,23-05-2026,TRUE,237,Valid
300774,Jose Stephens,ricky53@example.net,United States,Online,17-11-2021,3,17-11-2022,11-06-2025,TRUE,365,Valid
300775,Allison Floyd,hpowell@example.com,France,Retail,31-05-2024,3,20-02-2025,18-06-2026,TRUE,265,Valid
300776,Scott Crawford,zholmes@example.org,Mexico,Corporate,21-01-2023,5,05-03-2024,01-06-2026,TRUE,409,Valid
300777,Phillip Bennett,christopherpittman@example.org,Mexico,Online,18-12-2024,6,16-04-2025,26-01-2026,TRUE,119,Valid
300778,Michael Miller,qshelton@example.com,Vietnam,Wholesale,13-10-2021,5,04-09-2023,29-07-2026,TRUE,691,Valid
300779,William Giles,richard21@example.net,Japan,Wholesale,27-09-2020,1,31-10-2022,31-10-2022,TRUE,764,Valid
300780,Angel Duncan,ashley79@example.org,India,Wholesale,03-12-2023,6,20-03-2024,11-01-2026,TRUE,108,Valid
300781,Melanie Young,krista02@example.org,Germany,,15-06-2023,5,08-12-2023,15-06-2026,TRUE,176,Valid
300782,Gary Johnson,,France,,15-02-2025,5,11-09-2025,20-07-2026,TRUE,208,Valid
300783,Katie Carter,,India,Retail,28-08-2023,6,14-03-2024,15-04-2025,TRUE,199,Valid
300784,Andrea Miller,shannon88@example.com,Germany,,18-09-2023,2,26-12-2024,08-04-2025,TRUE,465,Valid
300785,Amanda Pena,kellyharold@example.net,United Kingdom,Wholesale,23-06-2025,5,21-09-2025,28-11-2025,TRUE,90,Valid
300786,Craig Hammond,anthonygilbert@example.com,Canada,Wholesale,03-09-2022,4,21-01-2024,16-09-2025,TRUE,505,Valid
300787,Lucas Ball,isimpson@example.com,Japan,Corporate,26-07-2022,3,11-08-2024,09-05-2026,TRUE,747,Valid
300788,Marcus Herman,jhiggins@example.org,Canada,Corporate,03-08-2022,4,08-08-2023,07-04-2026,TRUE,370,Valid
300789,Kathleen Brady,erin06@example.net,China,Wholesale,07-04-2022,4,12-09-2023,19-06-2026,TRUE,523,Valid
300790,Cynthia Williams,nicole56@example.com,Mexico,Wholesale,06-08-2021,5,18-11-2022,18-11-2024,TRUE,469,Valid
300791,Jesus Johnson,jacksonrachel@example.org,Canada,,20-04-2024,6,12-02-2024,08-07-2026,TRUE,-68,First Order Before Signup
300792,James King,zmurray@example.org,India,Wholesale,22-07-2024,3,22-03-2025,17-03-2026,TRUE,243,Valid
300793,Lisa Lopez,cynthiaanderson@example.net,Vietnam,Wholesale,14-05-2021,6,05-11-2021,20-06-2026,TRUE,175,Valid
300794,Rachel Greer,michellelee@example.net,France,Online,12-05-2024,6,21-05-2024,30-06-2026,TRUE,9,Valid
300795,Christopher Miller,jacob57@example.org,France,Corporate,03-05-2025,5,09-06-2025,18-06-2026,TRUE,37,Valid
300796,Christopher Johnston,oshah@example.net,Vietnam,Retail,26-03-2025,1,08-04-2026,08-04-2026,TRUE,378,Valid
300797,Rachael Wood,michelleayers@example.org,Japan,Wholesale,10-10-2021,1,09-12-2024,09-12-2024,TRUE,1156,Valid
300798,Jacob Lynn,ystone@example.net,Canada,Retail,19-06-2023,4,19-08-2024,07-10-2025,TRUE,427,Valid
300799,Nicole Mejia,mallory30@example.org,United States,,15-04-2022,2,19-12-2023,29-10-2024,TRUE,613,Valid
300800,Sherry English,housedaniel@example.com,Vietnam,,13-03-2022,3,28-03-2023,07-03-2025,TRUE,380,Valid
300801,Curtis Whitaker,brandi40@example.org,Germany,Online,29-08-2023,3,15-07-2025,06-06-2026,TRUE,686,Valid
300802,Eric Nguyen,urodriguez@example.org,China,Retail,09-11-2024,3,27-12-2024,30-09-2025,TRUE,48,Valid
300803,Holly Mercado,halvarez@example.org,United Kingdom,Retail,14-03-2021,1,05-11-2024,05-11-2024,TRUE,1332,Valid
300804,Samuel Williams,stephanie21@example.com,Mexico,Retail,08-11-2021,7,09-05-2022,24-04-2026,TRUE,182,Valid
300805,Amanda Gomez,hreyes@example.org,Brazil,Online,01-06-2025,7,17-10-2025,28-06-2026,TRUE,138,Valid
300806,Kristina Jacobs,katherinesmith@example.com,France,Wholesale,23-02-2024,4,27-07-2024,01-02-2026,TRUE,155,Valid
300807,Kelsey Gates,richard25@example.net,Japan,Wholesale,24-04-2021,7,19-02-2022,20-07-2026,TRUE,301,Valid
300808,Jessica Brown,michelle98@example.com,United States,Retail,16-09-2024,8,23-10-2024,23-07-2026,TRUE,37,Valid
300809,Jeremy Evans,devonmccarthy@example.net,Mexico,Wholesale,16-08-2024,3,11-04-2024,27-07-2026,TRUE,-127,First Order Before Signup
300810,Maureen Weaver,jessica65@example.com,Australia,Corporate,08-05-2022,4,22-07-2022,16-02-2026,TRUE,75,Valid
300811,Donna Shaw,susan11@example.net,Japan,Corporate,08-08-2024,4,12-01-2025,15-01-2026,TRUE,157,Valid
300812,Chad Rosales,williamslaurie@example.com,Canada,Retail,21-10-2022,3,14-04-2023,10-03-2026,TRUE,175,Valid
300813,Sherry Jones,davidwiley@example.org,Germany,Wholesale,11-11-2023,3,27-01-2024,23-02-2026,TRUE,77,Valid
300814,Andrea Smith,timothy83@example.net,United States,Corporate,29-08-2024,2,27-02-2026,10-03-2026,TRUE,547,Valid
300815,Catherine Garcia,justin88@example.net,Germany,Online,30-10-2023,4,23-04-2024,04-10-2025,TRUE,176,Valid
300816,Whitney Henry,smccarty@example.org,Vietnam,Online,31-07-2022,6,13-03-2023,26-09-2025,TRUE,225,Valid
300817,Rachel Ball,,Canada,Online,12-10-2022,4,08-07-2023,05-03-2025,TRUE,269,Valid
300818,Nancy Jackson,keith18@example.org,India,Retail,30-06-2022,3,08-01-2024,11-02-2026,TRUE,557,Valid
300819,Joshua Velasquez,jamesbrown@example.org,France,Online,09-09-2024,2,19-03-2025,16-06-2025,TRUE,191,Valid
300820,Maria Sims,brownjoanna@example.org,China,Retail,12-09-2023,2,25-01-2025,13-05-2026,TRUE,501,Valid
300821,John Harris,icooper@example.org,Japan,Online,06-04-2023,3,29-05-2024,21-02-2026,TRUE,419,Valid
300822,Michael Ortega,kristinyoder@example.com,Japan,Corporate,01-07-2024,5,03-08-2024,06-05-2026,TRUE,33,Valid
300823,William Hart,timothy62@example.net,United Kingdom,Online,26-12-2022,5,07-06-2023,11-08-2025,TRUE,163,Valid
300824,Luke Dixon,qreyes@example.net,China,Retail,17-05-2025,5,26-06-2025,11-02-2026,TRUE,40,Valid
300825,Anthony Melton,phorne@example.com,Mexico,Wholesale,14-11-2021,3,01-02-2023,02-12-2025,TRUE,444,Valid
300826,Daniel Ramos,sararios@example.org,Australia,Wholesale,17-07-2021,6,25-12-2021,03-05-2025,TRUE,161,Valid
300827,Erika Thompson,joycekeith@example.org,United Kingdom,Online,12-06-2025,2,14-03-2026,30-06-2026,TRUE,275,Valid
300828,Mary Richards,joel82@example.org,Germany,Retail,30-04-2024,5,07-06-2024,13-07-2025,TRUE,38,Valid
300829,Jack Brandt,lukecase@example.com,Canada,Corporate,23-02-2025,8,08-03-2025,25-07-2026,TRUE,13,Valid
300830,Matthew Mclaughlin PhD,evanlong@example.org,Germany,Online,03-10-2022,3,27-01-2025,12-07-2025,TRUE,847,Valid
300831,Debbie King,ucarr@example.org,Canada,Online,16-05-2025,5,31-07-2025,31-07-2026,TRUE,76,Valid
300832,Roger Valencia,ksmith@example.org,China,Corporate,26-07-2021,3,27-11-2021,18-01-2024,TRUE,124,Valid
300833,Gary Estrada,fwolf@example.net,China,Online,12-11-2022,1,07-06-2026,07-06-2026,TRUE,1303,Valid
300834,Steven Murphy MD,davidjohnson@example.net,China,Online,24-03-2021,7,20-10-2021,04-03-2026,TRUE,210,Valid
300835,Ricky Sanders,kelleyglen@example.org,Australia,Wholesale,05-06-2024,5,27-11-2024,18-05-2026,TRUE,175,Valid
300836,Lisa Case,gstone@example.net,China,Corporate,28-12-2021,5,24-01-2022,19-06-2024,TRUE,27,Valid
300837,Melissa Bowen,elizabeth52@example.org,China,Online,09-11-2022,3,11-01-2024,02-07-2026,TRUE,428,Valid
300838,Antonio Monroe,harrisjoshua@example.com,United States,Wholesale,07-11-2023,4,27-01-2024,07-03-2026,TRUE,81,Valid
300839,Bradley Armstrong,daniel15@example.org,Germany,Online,05-11-2021,4,14-05-2023,17-01-2024,TRUE,555,Valid
300840,Laura Mcfarland,johnsonedward@example.net,United States,Corporate,08-06-2025,3,09-09-2025,12-06-2026,TRUE,93,Valid
300841,Teresa Curry,davisjames@example.com,Japan,Corporate,02-07-2021,6,13-01-2023,13-04-2026,TRUE,560,Valid
300842,Cheryl Salazar,rhondaray@example.com,Canada,Online,07-12-2023,3,18-03-2024,13-02-2026,TRUE,102,Valid
300843,Kathryn Franklin,thomasbrandon@example.org,Brazil,Wholesale,28-01-2021,3,09-07-2021,02-09-2023,TRUE,162,Valid
300844,Christopher Delacruz,wortiz@example.net,Germany,Corporate,28-04-2024,2,13-09-2024,06-12-2025,TRUE,138,Valid
300845,Raymond Nunez,rodriguezrichard@example.org,United Kingdom,Retail,05-12-2021,8,06-11-2021,30-07-2025,TRUE,-29,First Order Before Signup
300846,Luis Johnson,jenniferstanley@example.net,United Kingdom,Corporate,25-03-2025,4,21-09-2025,01-06-2026,TRUE,180,Valid
300847,Christina Dean,benjaminarmstrong@example.com,Australia,Online,18-06-2024,6,14-07-2024,02-01-2026,TRUE,26,Valid
300848,Adam White,kimberly12@example.com,Japan,Corporate,26-07-2022,3,24-10-2023,04-03-2025,TRUE,455,Valid
300849,Alexander Hansen,igarrett@example.com,Australia,Retail,18-07-2021,6,27-05-2022,19-05-2026,TRUE,313,Valid
300850,Erin Taylor,nicholas09@example.org,China,Online,18-12-2024,4,31-10-2025,09-06-2026,TRUE,317,Valid
300851,Walter Griffith,cochranjill@example.org,United Kingdom,,02-03-2024,4,15-05-2024,15-01-2025,TRUE,74,Valid
300852,Michael Carlson,kimberlysilva@example.org,Germany,Wholesale,09-09-2024,7,03-10-2024,10-03-2026,TRUE,24,Valid
300853,Jesse Thomas,rodneyhoward@example.com,Japan,Online,18-07-2024,1,01-04-2025,01-04-2025,TRUE,257,Valid
300854,Phillip Anderson,greencharles@example.net,United States,Corporate,13-05-2023,4,03-06-2023,30-03-2026,TRUE,21,Valid
300855,William Conrad,nmartinez@example.org,Vietnam,Retail,22-07-2024,1,20-02-2026,20-02-2026,TRUE,578,Valid
300856,Diana Jackson,ramosjennifer@example.org,India,Retail,23-01-2023,2,20-11-2024,21-07-2026,TRUE,667,Valid
300857,Alison Perez,michelleschmidt@example.org,Japan,Online,27-10-2022,7,18-02-2023,25-05-2026,TRUE,114,Valid
300858,Sean Carey,walkerjennifer@example.com,United States,Retail,18-05-2022,2,30-06-2023,06-11-2023,TRUE,408,Valid
300859,Alan Cox,kfrye@example.net,India,Online,29-10-2020,4,30-07-2021,13-05-2026,TRUE,274,Valid
300860,Richard Dean,scott55@example.com,Japan,Wholesale,03-12-2022,1,21-09-2024,21-09-2024,TRUE,658,Valid
300861,David Mendoza,taylorlisa@example.com,India,Wholesale,16-10-2022,5,20-10-2022,22-09-2025,TRUE,4,Valid
300862,Justin Hammond,williamsanthony@example.net,United Kingdom,Wholesale,01-11-2022,1,06-06-2023,06-06-2023,TRUE,217,Valid
300863,Ashlee Ross,burnsrodney@example.org,United Kingdom,Corporate,17-08-2024,6,01-08-2025,30-06-2026,TRUE,349,Valid
300864,Robin Santiago,lrodriguez@example.org,United States,Corporate,22-05-2023,8,03-07-2023,25-06-2026,TRUE,42,Valid
300865,Grant Brown,gonzalezbrad@example.com,Brazil,Retail,01-02-2025,5,16-07-2025,24-07-2026,TRUE,165,Valid
300866,Micheal Cook,hesskeith@example.net,United Kingdom,Wholesale,04-03-2021,1,16-06-2021,16-06-2021,TRUE,104,Valid
300867,Curtis Morales Jr.,angelcunningham@example.org,China,Wholesale,07-06-2025,3,02-07-2025,03-06-2026,TRUE,25,Valid
300868,Megan Griffin,fcarlson@example.org,Mexico,Wholesale,30-05-2022,3,18-08-2022,16-03-2026,TRUE,80,Valid
300869,Felicia Cooke,catherinemoore@example.com,Australia,Retail,08-09-2021,3,11-03-2022,12-05-2024,TRUE,184,Valid
300870,Stacy Kim,christianrichards@example.net,Vietnam,Online,04-10-2025,6,26-04-2025,31-07-2026,TRUE,-161,First Order Before Signup
300871,Scott Smith,,Mexico,Online,13-11-2021,5,05-04-2022,02-07-2026,TRUE,143,Valid
300872,Lori Johnson,popebrent@example.net,Mexico,Retail,01-03-2021,0,,,FALSE,,Cannot Determine
300873,Thomas Johnson,brenda88@example.org,Vietnam,Online,03-02-2023,6,09-10-2024,17-03-2026,TRUE,614,Valid
300874,Melissa Zimmerman,audrey53@example.net,Australia,Wholesale,07-10-2024,1,12-05-2026,12-05-2026,TRUE,582,Valid
300875,Richard Williams,,Brazil,Wholesale,26-08-2025,6,06-10-2025,19-06-2026,TRUE,41,Valid
300876,Jennifer Obrien,pfowler@example.org,India,Wholesale,09-10-2024,2,28-10-2024,13-02-2026,TRUE,19,Valid
300877,Melinda Cervantes,vmorrison@example.com,United Kingdom,Online,28-08-2021,1,27-03-2022,27-03-2022,TRUE,211,Valid
300878,Tina Hernandez,dmitchell@example.com,China,Wholesale,05-03-2021,2,27-04-2022,29-08-2024,TRUE,418,Valid
300879,David Thompson,samuel38@example.net,Vietnam,Retail,24-01-2023,2,09-02-2023,29-05-2026,TRUE,16,Valid
300880,Keith Wilson,eroman@example.net,United Kingdom,Corporate,15-08-2023,4,02-09-2023,17-03-2025,TRUE,18,Valid
300881,Stephen Charles,,Mexico,Corporate,10-10-2024,6,14-01-2025,16-07-2026,TRUE,96,Valid
300882,Sarah Garcia,kbrown@example.net,United States,Retail,20-12-2022,2,27-07-2023,18-12-2024,TRUE,219,Valid
300883,Robert Burton,,Japan,Retail,28-12-2023,5,17-08-2025,24-06-2026,TRUE,598,Valid
300884,Cynthia Cohen,hlester@example.org,Australia,Retail,20-05-2025,3,18-07-2025,09-04-2026,TRUE,59,Valid
300885,Monica Medina,sarah80@example.org,China,Wholesale,18-07-2025,4,10-10-2025,07-05-2026,TRUE,84,Valid
300886,Stephanie Torres,eugenemartinez@example.com,United Kingdom,Wholesale,08-07-2025,3,21-07-2025,08-02-2026,TRUE,13,Valid
300887,Crystal Mcgrath,samuel08@example.org,Mexico,Wholesale,11-04-2023,6,19-06-2023,19-12-2025,TRUE,69,Valid
300888,Joshua Barnes,thomas12@example.org,United States,Wholesale,21-12-2020,2,05-11-2021,22-02-2024,TRUE,319,Valid
300889,Kyle Davis,villawilliam@example.com,Brazil,Online,26-07-2022,3,04-01-2023,21-04-2025,TRUE,162,Valid
300890,Rebecca Greene,gcastro@example.org,Germany,Retail,14-01-2024,8,17-02-2024,08-06-2026,TRUE,34,Valid
300891,Lauren Duarte,dbeck@example.com,Germany,Corporate,25-12-2022,4,05-03-2023,17-11-2025,TRUE,70,Valid
300892,Micheal Green,tylerrodney@example.com,China,Corporate,17-11-2020,3,12-11-2022,01-11-2025,TRUE,725,Valid
300893,Juan Wright MD,mathewbennett@example.org,Brazil,,19-10-2022,4,06-03-2023,03-01-2026,TRUE,138,Valid
300894,Robert Ballard,owhite@example.org,United States,Corporate,23-07-2024,2,25-08-2024,18-07-2025,TRUE,33,Valid
300895,Michaela Campbell,preyes@example.net,United Kingdom,Wholesale,01-02-2025,10,28-03-2025,01-08-2026,TRUE,55,Valid
300896,Allison Chavez,edward70@example.org,China,Wholesale,27-12-2021,0,,,FALSE,,Cannot Determine
300897,Charles Zavala,bethany36@example.com,Germany,Corporate,21-06-2023,6,16-08-2024,23-02-2026,TRUE,422,Valid
300898,Jonathan Berry,josephross@example.net,Japan,Wholesale,18-05-2023,6,26-05-2023,23-07-2026,TRUE,8,Valid
300899,Shirley Taylor,randall28@example.com,United States,Online,05-03-2023,5,27-08-2023,02-12-2025,TRUE,175,Valid
300900,Alex Whitaker,evansjason@example.org,Australia,Online,04-09-2023,3,12-12-2024,08-05-2026,TRUE,465,Valid
300901,Misty Howard,yolandamarks@example.net,India,Online,06-08-2023,7,26-10-2023,05-05-2026,TRUE,81,Valid
300902,John Russell,petersontina@example.org,France,Wholesale,13-09-2022,1,10-06-2025,10-06-2025,TRUE,1001,Valid
300903,Jorge Morales,kentmichael@example.com,Vietnam,Corporate,03-04-2025,7,31-05-2025,04-07-2026,TRUE,58,Valid
300904,Dennis Jensen MD,marksheidi@example.com,Vietnam,Wholesale,01-06-2024,3,26-08-2024,13-10-2025,TRUE,86,Valid
300905,Jennifer Brown,vmosley@example.org,Australia,Wholesale,21-10-2020,3,07-06-2023,01-06-2025,TRUE,959,Valid
